visitor_id,age_group,zone_visited,discovery_source,satisfaction_rating,would_recommend,comment,sentiment,visit_date
96def802-def8-46a6-a566-3413c56c4d78,36-50,Tech Innovations,Social Media,4,1,"Great experience overall, well organized.",Positive,2025-12-11
c6dc12f0-230d-4b52-b10b-a704cb6effb4,Under 18,Modern Art,Social Media,5,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-05
0b7da63b-1cb7-483d-b56e-7278962d99dd,26-35,Food & Culture,Friends/Family,4,1,"Great experience overall, well organized.",Positive,2025-12-01
68f2298c-7fba-4599-96f2-8377eed6b208,26-35,Tech Innovations,Social Media,3,1,"Some zones were good, others not so much.",Neutral,2025-12-16
91530827-257d-4228-8469-52af3554a280,36-50,Heritage Crafts,Online Ads,3,1,"Average experience, could be better.",Neutral,2025-12-17
c59cc3b0-1d64-4fad-a28b-e357d929c77b,18-25,Heritage Crafts,Friends/Family,5,0,"Tech zone was impressive, learned a lot.",Positive,2025-12-04
b2935347-f873-4a3a-8d06-6f6666c6fa3c,26-35,Tech Innovations,Friends/Family,4,1,"Great experience overall, well organized.",Positive,2025-12-08
e9aee827-3565-4837-a504-0572f161f466,36-50,Modern Art,Social Media,4,0,"Loved the variety of stalls, especially the food section!",Positive,2025-12-02
349ca5e8-6242-4534-92df-3b293f8c8926,18-25,Photography,Online Ads,5,1,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-17
502ffda2-375e-4773-aeed-adc54b3d269e,18-25,Tech Innovations,Friends/Family,4,1,Friendly staff and clean premises.,Positive,2025-12-17
505da3db-24e7-423a-8ff0-a59ed2d2eb40,26-35,Tech Innovations,Friends/Family,4,0,"Great experience overall, well organized.",Positive,2025-12-07
4a44bbc5-2c2c-4389-ad9a-7a5bc5bd9def,18-25,Tech Innovations,Social Media,3,1,"Some zones were good, others not so much.",Neutral,2025-12-08
57ac999f-0246-4a32-999a-56c3270122be,18-25,Photography,Newspaper,1,0,"Too crowded on weekends, hard to move around.",Negative,2025-12-20
96054bc3-f03d-4cdc-bcb8-9d4316918869,26-35,Photography,Social Media,3,1,"Average experience, could be better.",Neutral,2025-12-21
75765d33-7b58-4ce3-bbf2-3489226f3e9b,26-35,Modern Art,Social Media,4,1,Friendly staff and clean premises.,Positive,2025-12-17
1b77a4bc-9c88-4f4e-b400-d602a6cb0331,Under 18,Food & Culture,Friends/Family,4,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-10
d4d575ac-5d94-4b3d-8386-7bba7e92cea2,Under 18,Photography,Social Media,4,0,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-16
a025d4b3-ada1-4ffa-b565-16f96cae95b6,26-35,Modern Art,Social Media,4,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-12
4f784280-3db6-4097-b6eb-c0fcbd0a012b,26-35,Heritage Crafts,Friends/Family,4,0,"Great experience overall, well organized.",Positive,2025-12-12
bae6fc37-4798-4e24-b4c5-f73271f506db,50+,Kids Zone,Social Media,5,1,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-08
fd78c2dd-b886-4848-a51f-fb15e16eabc1,36-50,Tech Innovations,Friends/Family,3,0,"Some zones were good, others not so much.",Neutral,2025-12-10
85e07183-3872-4158-8dc1-39098ffa043f,36-50,Heritage Crafts,Friends/Family,4,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-18
7d3da43f-62e1-4846-b83c-3e0678f3cef1,18-25,Modern Art,Online Ads,3,1,"It was okay, nothing special.",Neutral,2025-12-06
162ce099-fa34-46cb-9956-16e7182f1742,26-35,Modern Art,Social Media,5,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-01
40173521-6fc9-4d15-a34e-e3fe914284ab,18-25,Heritage Crafts,Social Media,4,0,"Loved the variety of stalls, especially the food section!",Positive,2025-12-21
bace1d3f-36b6-4476-ae22-390e0544be8e,50+,Kids Zone,Social Media,4,1,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-12
cdffb962-193a-43f2-9b4a-0b63d221b0e2,18-25,Heritage Crafts,Social Media,5,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-16
64e3f66d-92d9-47c7-817b-86e31296eaa4,26-35,Kids Zone,Social Media,5,1,Friendly staff and clean premises.,Positive,2025-12-05
77f6db4b-c9a5-43e3-9485-41914ca8ee3c,18-25,Kids Zone,College/Work,4,1,Friendly staff and clean premises.,Positive,2025-12-19
c5869475-630a-4ac2-b0a1-23bde6b81572,36-50,Food & Culture,Social Media,5,0,"Tech zone was impressive, learned a lot.",Positive,2025-12-21
bf288105-3faf-4603-b091-cec8d860659c,36-50,Food & Culture,Friends/Family,3,1,"Some zones were good, others not so much.",Neutral,2025-12-02
6d511cc7-a153-4fe5-8808-149f2cbc6410,26-35,Food & Culture,Social Media,4,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-11
f435850f-b1bd-46ad-a7cc-254fb4e30f88,50+,Photography,College/Work,4,0,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-13
481766a1-6777-4006-af3a-d55d4f16fc5a,26-35,Kids Zone,Friends/Family,3,0,"It was okay, nothing special.",Neutral,2025-12-12
1f473ab8-4acf-444b-a9a7-d742010a6acd,Under 18,Modern Art,Friends/Family,5,1,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-03
9d882b37-d3f1-4890-8645-75cacc57dd10,18-25,Tech Innovations,Friends/Family,3,1,"Average experience, could be better.",Neutral,2025-12-05
c04c2700-9632-4396-a3f0-70c16e8cca6f,36-50,Food & Culture,Newspaper,5,1,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-02
a33380c5-6a86-42ac-a044-62e9136baf87,50+,Heritage Crafts,Social Media,4,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-09
4d6e38fa-6c9b-4ad9-9015-2fda263c6b34,Under 18,Photography,Newspaper,5,1,Friendly staff and clean premises.,Positive,2025-12-17
8bd28519-8c6a-4b28-abd1-76f7067813b8,18-25,Heritage Crafts,Online Ads,5,1,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-10
12a2a266-3ded-4465-a5b3-fca0e20d4370,18-25,Tech Innovations,Social Media,3,1,"Some zones were good, others not so much.",Neutral,2025-12-17
40897b1a-1f4a-4430-b57d-ca57bc1056ee,36-50,Tech Innovations,Friends/Family,3,0,"It was okay, nothing special.",Neutral,2025-12-15
f8ee2c54-6c11-46de-826f-6b09cca5af34,18-25,Heritage Crafts,College/Work,4,0,Friendly staff and clean premises.,Positive,2025-12-19
4bbd7f33-66fe-4647-9324-ed6a5d68e8ad,18-25,Tech Innovations,College/Work,5,1,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-10
171f8966-8525-4b9f-abec-b8fc572693b1,50+,Food & Culture,Social Media,4,1,Friendly staff and clean premises.,Positive,2025-12-18
a5bec4d7-e664-498c-9fbd-e2423538f808,36-50,Photography,College/Work,3,1,"Average experience, could be better.",Neutral,2025-12-16
c6c6fb4c-845c-4a92-bc58-805d196a063e,Under 18,Food & Culture,Social Media,4,1,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-17
081a6b93-1029-4d65-9d97-b65556e9d834,50+,Kids Zone,Friends/Family,2,0,Long queues at food stalls.,Negative,2025-12-06
d7a25e8c-0787-4b2e-8398-7c3ea1b45f07,50+,Modern Art,Social Media,3,1,"Average experience, could be better.",Neutral,2025-12-07
44179762-75d6-4c37-9f06-8c362ae45920,Under 18,Tech Innovations,Social Media,3,1,"It was okay, nothing special.",Neutral,2025-12-12
b3f9f827-06a5-429f-920f-8f45c9b024f5,Under 18,Food & Culture,Friends/Family,4,0,"Tech zone was impressive, learned a lot.",Positive,2025-12-12
c72ee3c9-1215-4460-bbe1-42eaab18a14d,50+,Photography,Social Media,3,0,"It was okay, nothing special.",Neutral,2025-12-05
cb669e78-71e9-4b13-9b03-db315a4f5d19,26-35,Food & Culture,Social Media,3,1,"Average experience, could be better.",Neutral,2025-12-20
a1667551-71a5-47d3-99fe-4505c680b5af,Under 18,Tech Innovations,College/Work,4,1,Friendly staff and clean premises.,Positive,2025-12-16
ecd2d6ab-fd3b-4940-8a7d-7754a784c26c,18-25,Tech Innovations,Friends/Family,3,1,"Some zones were good, others not so much.",Neutral,2025-12-14
f382b66c-278f-4bbc-8558-5617ee038c2a,Under 18,Kids Zone,Friends/Family,4,0,Friendly staff and clean premises.,Positive,2025-12-19
e0c442f3-a18d-400c-ba91-b9548b27c6c3,26-35,Modern Art,College/Work,3,1,"Average experience, could be better.",Neutral,2025-12-13
99fdeb55-e130-48f5-b5b7-33f3fb73191e,36-50,Food & Culture,Social Media,4,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-12
4c82b9cd-097a-4376-ad4a-60aec136c31d,50+,Food & Culture,Friends/Family,3,1,"Some zones were good, others not so much.",Neutral,2025-12-01
015329c2-54f3-4155-807c-585852f7f31d,36-50,Photography,Friends/Family,5,1,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-10
bbb10f12-dbab-4ce9-a962-68308a14f2b6,50+,Modern Art,Friends/Family,4,1,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-11
ed19b581-4a72-4e4d-89f3-af4db36d9ab0,18-25,Tech Innovations,Online Ads,4,1,Friendly staff and clean premises.,Positive,2025-12-14
bb2c142a-0272-4933-a4ea-1b78f2d3a9fb,Under 18,Heritage Crafts,Social Media,4,0,"Loved the variety of stalls, especially the food section!",Positive,2025-12-10
85190943-acc6-4cf4-aa2d-afcc6ff99dd2,50+,Kids Zone,Newspaper,3,1,"Average experience, could be better.",Neutral,2025-12-17
8841eb9b-2237-4439-bbd4-953aa29033c7,36-50,Photography,Friends/Family,5,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-20
bb96f87c-a3a6-4729-9040-ed767cc1c31e,36-50,Photography,Online Ads,4,1,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-17
7f948f2a-cb8f-4c93-8a57-b232b620808a,36-50,Modern Art,Friends/Family,4,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-18
4662ab19-b011-41f8-b1c2-9bb8949d1d36,18-25,Kids Zone,Online Ads,4,1,"Great experience overall, well organized.",Positive,2025-12-15
b3190435-420e-45a2-85c5-e0c0aa1854c6,26-35,Kids Zone,Newspaper,4,1,Friendly staff and clean premises.,Positive,2025-12-03
9b9dd336-ccea-4728-9998-383cf158b0a9,26-35,Modern Art,Friends/Family,5,1,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-10
815c165a-6fa0-4a86-8563-f9e95eefc99a,Under 18,Kids Zone,Newspaper,5,1,"Great experience overall, well organized.",Positive,2025-12-11
8d6388d4-19f9-46e0-b3b7-922f9afb5167,18-25,Kids Zone,Friends/Family,3,1,"Average experience, could be better.",Neutral,2025-12-07
f111c6b8-ca13-4280-bbda-b8f6af4339a4,36-50,Kids Zone,Social Media,4,1,"Great experience overall, well organized.",Positive,2025-12-20
208715f7-782f-497e-a67c-c87288859d63,50+,Heritage Crafts,Online Ads,4,1,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-02
0c9d4c0f-0479-47c3-ba04-287b9f88717f,Under 18,Photography,College/Work,5,1,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-18
136677e0-321e-4475-a7e3-7922bad9f819,36-50,Heritage Crafts,College/Work,4,1,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-01
4fb4f755-1738-4ede-8251-90fe276ada7c,36-50,Modern Art,College/Work,5,1,"Great experience overall, well organized.",Positive,2025-12-21
f043ae1a-6915-4097-ace6-38f5aee97c77,18-25,Kids Zone,Friends/Family,1,1,Not enough seating areas for elderly visitors.,Negative,2025-12-04
9e4f20a2-720a-4696-815d-d5a05c99c32c,50+,Modern Art,College/Work,3,1,"It was okay, nothing special.",Neutral,2025-12-04
b53d0f17-eaf4-4453-8f8a-25535983d683,50+,Heritage Crafts,Friends/Family,3,1,"It was okay, nothing special.",Neutral,2025-12-14
de5b3086-c891-4cf4-b35d-a16a7180aafe,Under 18,Heritage Crafts,Newspaper,4,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-05
7509f222-802b-4b30-af9e-0a9346302487,26-35,Photography,Social Media,3,1,"It was okay, nothing special.",Neutral,2025-12-21
c7690854-7a4c-4f68-8d35-6ded4292dcdb,Under 18,Heritage Crafts,Social Media,3,1,"Some zones were good, others not so much.",Neutral,2025-12-13
b5bdac2c-5f95-4c78-b62a-12b4501fda4d,18-25,Heritage Crafts,College/Work,5,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-02
e6800f91-0130-4d13-80f3-8887f308ec5d,50+,Food & Culture,Social Media,5,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-06
a7e1d9fc-a8e3-48fc-8a17-1192fdcb8716,26-35,Kids Zone,Social Media,1,0,"Too crowded on weekends, hard to move around.",Negative,2025-12-15
fa044cb0-fe54-419b-be99-8d24527c9d2f,50+,Tech Innovations,Social Media,4,0,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-03
f79ba505-9ff4-4959-8067-98b0ab8b2d91,36-50,Modern Art,Newspaper,4,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-14
107b6be7-620a-4bf6-bb29-35da457bc83d,36-50,Tech Innovations,Social Media,4,0,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-03
77c4f501-3143-4ad5-ab1d-96e17bedeadb,26-35,Modern Art,Friends/Family,4,1,"Great experience overall, well organized.",Positive,2025-12-10
25acebee-a227-4647-9b65-83d83db18e22,26-35,Food & Culture,Social Media,3,1,"Some zones were good, others not so much.",Neutral,2025-12-13
4543ef36-5021-444f-84ea-707f3d8dd945,Under 18,Tech Innovations,Online Ads,3,1,"Average experience, could be better.",Neutral,2025-12-12
cfeb470b-4a58-47f0-9713-f80884e932cc,36-50,Kids Zone,Social Media,5,1,"Great experience overall, well organized.",Positive,2025-12-08
69f0e802-b807-4c99-8a15-cca662f11bd0,26-35,Food & Culture,Newspaper,5,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-05
6028e291-ac88-4a5e-bff0-6fe5fc04d5ba,18-25,Modern Art,Social Media,4,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-05
fbf41501-cff7-4e8d-9bd7-fc84c58a32b7,36-50,Kids Zone,College/Work,3,1,"Average experience, could be better.",Neutral,2025-12-06
3b52383b-d6f9-4d58-af0d-b62d560afd52,18-25,Tech Innovations,College/Work,4,1,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-19
d34a5240-1fd9-481c-8a05-f8707c9016d8,36-50,Modern Art,Friends/Family,4,1,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-15
67e2e6ce-3f7b-4a63-b78e-605e67ddd235,26-35,Photography,Friends/Family,4,1,"Great experience overall, well organized.",Positive,2025-12-12
4d31797f-13e6-47a9-82e2-58872e5ac40d,36-50,Kids Zone,Newspaper,4,1,"Great experience overall, well organized.",Positive,2025-12-04
860558bf-84be-46ca-a494-f6cd65ec4849,Under 18,Photography,Friends/Family,3,1,"Some zones were good, others not so much.",Neutral,2025-12-13
edb85dc2-ec26-46c6-8df0-f78224fb58d0,50+,Heritage Crafts,Social Media,4,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-03
182dee87-5582-45bf-a7c6-0304e9738744,18-25,Photography,Social Media,3,1,"It was okay, nothing special.",Neutral,2025-12-04
ba0ecd49-8075-4117-9123-b53dac3b8d1f,26-35,Heritage Crafts,College/Work,5,1,Friendly staff and clean premises.,Positive,2025-12-07
a83d10a1-edb2-4fd0-8f3e-d67ba1f1b097,26-35,Heritage Crafts,Social Media,5,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-13
9fb2a053-622d-4565-8926-92d158f29a28,36-50,Tech Innovations,College/Work,3,1,"Average experience, could be better.",Neutral,2025-12-21
4d0d58d6-e2b2-41a0-adfd-bedfe6a002f3,26-35,Photography,Social Media,4,1,"Great experience overall, well organized.",Positive,2025-12-12
f624cf91-470d-4200-b91d-3228a4ab5b75,36-50,Food & Culture,Social Media,3,0,"It was okay, nothing special.",Neutral,2025-12-12
18232ed0-d6e0-4846-a1ad-1d2cd3c3d867,18-25,Photography,Social Media,5,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-20
a9963eeb-aea7-4762-b304-971d9587b36b,Under 18,Photography,Friends/Family,5,1,"Great experience overall, well organized.",Positive,2025-12-14
c0e343e8-5a4f-4040-a84e-e8911b6989f3,18-25,Modern Art,Friends/Family,4,1,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-10
578ee5f8-4d3c-40d5-b192-a991c273959c,18-25,Photography,Friends/Family,5,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-16
5e87053f-303e-4e99-af7d-404b29f06590,26-35,Photography,Online Ads,4,1,Friendly staff and clean premises.,Positive,2025-12-19
8e48f8b6-3fb5-4370-ba4e-91a29f3ab91a,Under 18,Tech Innovations,College/Work,3,1,"It was okay, nothing special.",Neutral,2025-12-10
477fae8f-af84-4026-b431-ef656d162829,50+,Heritage Crafts,Newspaper,3,0,"Some zones were good, others not so much.",Neutral,2025-12-04
cd60b9ab-27a4-4239-99d7-5b6e90fe3eb5,18-25,Heritage Crafts,College/Work,4,1,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-03
13395804-bc34-4c8c-930a-6c4378214d90,36-50,Food & Culture,Online Ads,4,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-08
822bd7b8-b44d-4242-8774-627b0a082373,Under 18,Tech Innovations,Social Media,4,0,Friendly staff and clean premises.,Positive,2025-12-15
21bde2b0-7434-48b8-b8df-1509723335e9,50+,Tech Innovations,College/Work,3,0,"Some zones were good, others not so much.",Neutral,2025-12-21
2bcda83f-461d-4327-8440-bf601b6d7fbd,50+,Photography,Social Media,5,1,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-14
5fdce06b-4490-4ed3-9e57-d85863ff0c90,18-25,Photography,Friends/Family,5,1,Friendly staff and clean premises.,Positive,2025-12-18
3dc32d79-e6fe-44c6-ba79-1c12cf1f81af,50+,Tech Innovations,Social Media,4,1,"Great experience overall, well organized.",Positive,2025-12-08
62df8090-2ca9-4bcc-b231-5945ef0fb16c,18-25,Kids Zone,Online Ads,3,1,"Average experience, could be better.",Neutral,2025-12-12
ecc1ed66-6c5f-4639-8508-c00848733228,18-25,Food & Culture,Newspaper,5,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-16
74af03cb-6592-41d9-a391-2ee6b386a3a9,18-25,Photography,College/Work,5,1,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-15
9eff84ac-f06d-42ec-ac21-572f7338b229,26-35,Modern Art,Newspaper,4,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-05
b845c06f-4869-4bb0-b83d-2960629d2504,18-25,Kids Zone,Social Media,3,1,"Some zones were good, others not so much.",Neutral,2025-12-18
0e38e161-7556-44ab-91ea-15f815c2a6ba,18-25,Food & Culture,Friends/Family,4,1,"Great experience overall, well organized.",Positive,2025-12-13
6bdd8cf8-f267-49c5-bec8-916ebbf97cfd,26-35,Modern Art,Social Media,5,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-02
1c6a818a-07fc-4992-baf8-7d60d619c84f,26-35,Heritage Crafts,Social Media,2,1,"Signage was confusing, hard to find zones.",Negative,2025-12-15
72684036-f8ea-4f55-be9d-8e82735f5bd1,26-35,Heritage Crafts,Friends/Family,4,1,"Great experience overall, well organized.",Positive,2025-12-10
39009da4-ec53-47c7-817c-908f75a2b01b,Under 18,Modern Art,Social Media,4,1,Friendly staff and clean premises.,Positive,2025-12-16
ca1fa39d-619f-4fd9-be57-e108dc3ea93f,26-35,Heritage Crafts,Online Ads,3,1,"Some zones were good, others not so much.",Neutral,2025-12-04
a020e477-9192-4862-8ea3-f59971cfed4d,36-50,Photography,Friends/Family,4,1,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-11
948b23ac-279d-470b-b54d-b5d597c4726c,Under 18,Heritage Crafts,Newspaper,3,1,"Average experience, could be better.",Neutral,2025-12-21
cb829201-f0b4-44d5-988c-8aa3bf1d769b,18-25,Photography,Social Media,4,1,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-01
804e2a82-d7a9-4cad-8675-db240df73dd5,26-35,Food & Culture,Friends/Family,5,0,"Great experience overall, well organized.",Positive,2025-12-17
4efe2ffe-1b30-4cdd-8e01-6764a6f61263,Under 18,Photography,College/Work,4,0,"Great experience overall, well organized.",Positive,2025-12-20
dbd4acac-c08a-457b-b6fa-87caa96504f1,18-25,Tech Innovations,Newspaper,3,1,"Average experience, could be better.",Neutral,2025-12-08
e840c3ce-743c-49e8-aea4-5e092f80e042,50+,Tech Innovations,Online Ads,2,0,"Too crowded on weekends, hard to move around.",Negative,2025-12-09
9be37086-d231-4bb0-9b52-602d46efef0d,Under 18,Modern Art,Social Media,3,1,"It was okay, nothing special.",Neutral,2025-12-13
bbd258ac-fe9c-44d9-a0b3-01798360321c,36-50,Heritage Crafts,Friends/Family,2,1,"Too crowded on weekends, hard to move around.",Negative,2025-12-10
5e14c454-124f-47b6-a1d5-19be36a6a96c,Under 18,Kids Zone,Social Media,5,1,Friendly staff and clean premises.,Positive,2025-12-05
0ddca708-1de2-4861-95cc-2e04449602f0,36-50,Food & Culture,Social Media,4,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-15
1525e4cc-716a-4a0c-8119-f297af7543fa,18-25,Food & Culture,College/Work,3,1,"It was okay, nothing special.",Neutral,2025-12-20
b1b8b3b3-84e7-4259-9c88-48934e97de71,18-25,Kids Zone,Social Media,3,1,"Average experience, could be better.",Neutral,2025-12-17
4f07924d-59f2-4ce6-a59e-70208df00c39,26-35,Photography,Social Media,3,1,"Average experience, could be better.",Neutral,2025-12-06
c96eb982-376e-4063-bebc-b2d9805b5a73,36-50,Photography,Social Media,4,1,"Great experience overall, well organized.",Positive,2025-12-19
6210e4cf-0573-4818-829b-9e7aad596e16,50+,Photography,Social Media,3,1,"Average experience, could be better.",Neutral,2025-12-11
34416cf2-bb36-43cc-a400-bb18c4d94172,36-50,Kids Zone,Online Ads,5,0,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-05
b7c3fe7e-e32a-403d-9040-938c940d5fc9,50+,Food & Culture,Social Media,3,1,"Some zones were good, others not so much.",Neutral,2025-12-11
10833e88-f9da-4b13-8cc4-d908f1a43f31,26-35,Kids Zone,Friends/Family,3,1,"Some zones were good, others not so much.",Neutral,2025-12-12
12613274-e5db-40e7-8e5c-9c121886e18c,18-25,Food & Culture,Social Media,4,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-21
d511acdf-2ef8-40bc-ad1c-45110ac8a028,18-25,Heritage Crafts,Newspaper,5,1,"Great experience overall, well organized.",Positive,2025-12-03
56d35041-b70d-4ed4-ab7c-5c94ca1b2d42,50+,Modern Art,Friends/Family,5,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-14
3839020d-fb28-4b23-b8ad-a3ac4228cbb7,18-25,Tech Innovations,Friends/Family,4,1,Friendly staff and clean premises.,Positive,2025-12-04
d727aec5-32c9-451b-af19-c953419b1e7c,18-25,Modern Art,Friends/Family,4,1,"Great experience overall, well organized.",Positive,2025-12-09
53155bc9-d632-4cd1-b40c-df6ea56587db,18-25,Photography,Friends/Family,4,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-16
3b9fba61-6d1f-4699-ba64-b5974b1a4420,36-50,Modern Art,Social Media,4,1,Friendly staff and clean premises.,Positive,2025-12-04
9096809e-82e8-4dee-b998-264293e098e1,50+,Photography,Friends/Family,4,0,Friendly staff and clean premises.,Positive,2025-12-03
0bd6db8f-19ee-4a01-920b-48ba37b5854b,50+,Food & Culture,Friends/Family,3,1,"It was okay, nothing special.",Neutral,2025-12-04
299763be-09ae-446e-8d90-7beb0f7bab99,50+,Photography,Social Media,3,0,"Some zones were good, others not so much.",Neutral,2025-12-13
1a67d45d-9d96-42a2-be6a-7cae9d6ea810,18-25,Kids Zone,Friends/Family,4,1,"Great experience overall, well organized.",Positive,2025-12-05
606c3866-216b-4be9-b2fe-43cd7f21b0b1,Under 18,Tech Innovations,Friends/Family,3,1,"Some zones were good, others not so much.",Neutral,2025-12-02
0fde9441-85be-4399-ab20-6390ad12382d,50+,Heritage Crafts,Online Ads,5,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-04
7dfe4ec6-2339-49cb-bd43-63b574291bbb,36-50,Photography,Online Ads,4,1,"Great experience overall, well organized.",Positive,2025-12-07
a3ad5182-a1a1-4600-aa89-e66110032124,26-35,Kids Zone,Social Media,3,1,"It was okay, nothing special.",Neutral,2025-12-11
0f23bbbe-d3e6-4683-803b-aa1c9f994df3,Under 18,Photography,College/Work,4,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-12
242c2408-0ce8-4d52-90c5-b23a73e6981e,50+,Kids Zone,Online Ads,4,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-02
e912ead9-ff40-4fa6-9d44-616e2e87ed0a,Under 18,Kids Zone,Friends/Family,4,1,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-20
7191ba89-04b5-46f7-841c-f1c046b77baf,18-25,Heritage Crafts,Social Media,5,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-15
1d4634d8-1d7c-417f-856c-4ae305dc2356,36-50,Heritage Crafts,Social Media,3,1,"Some zones were good, others not so much.",Neutral,2025-12-04
256ecd84-0fa1-485e-aae7-ee0c83d20c82,18-25,Heritage Crafts,Social Media,2,0,"Signage was confusing, hard to find zones.",Negative,2025-12-13
10170a80-886d-4c0c-9817-be04df1d7fdf,26-35,Modern Art,Friends/Family,4,1,Friendly staff and clean premises.,Positive,2025-12-09
702d44f4-345d-4243-8d78-0f72d1fac8fb,Under 18,Food & Culture,Social Media,4,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-17
890e7668-ae0f-499b-a0aa-dafe1a402526,Under 18,Food & Culture,Social Media,4,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-21
383d8c89-e823-46c5-ba49-020f2b337115,36-50,Photography,College/Work,4,0,Friendly staff and clean premises.,Positive,2025-12-15
52688a9d-f8c7-4859-bd1a-5613f83695f5,50+,Food & Culture,Friends/Family,4,1,"Great experience overall, well organized.",Positive,2025-12-17
b1178b47-9dec-4183-8ec3-433658e0c9b9,18-25,Modern Art,Friends/Family,5,1,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-06
3f81b620-50b5-4a03-a34f-b8df576e4ccb,36-50,Tech Innovations,Social Media,3,1,"Some zones were good, others not so much.",Neutral,2025-12-12
d06bb17d-274b-4416-a365-220d619b08b3,26-35,Tech Innovations,Friends/Family,4,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-01
15487100-8579-4778-ada0-2eb1feeedc33,50+,Modern Art,Social Media,3,1,"Average experience, could be better.",Neutral,2025-12-05
f37c563c-5328-42de-afea-379ae82224b7,26-35,Tech Innovations,Social Media,3,0,"Average experience, could be better.",Neutral,2025-12-12
f2767115-d304-4d1c-b919-f2146b9a2ede,50+,Kids Zone,Friends/Family,5,1,Friendly staff and clean premises.,Positive,2025-12-02
189a774b-640e-4537-956b-b1a8021b5215,18-25,Kids Zone,College/Work,5,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-21
4c00a60b-a6bb-482b-8362-2c840528b055,26-35,Heritage Crafts,College/Work,2,1,"Signage was confusing, hard to find zones.",Negative,2025-12-05
5a4e0bca-2b2a-4fb4-a799-e57f31266aa8,26-35,Photography,Online Ads,3,1,"It was okay, nothing special.",Neutral,2025-12-12
e76729f2-1833-48e0-be70-44228bbc85c4,18-25,Kids Zone,Friends/Family,4,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-13
